signal_type,period,warning_level,warning_count,warning_signals,evidence,affected_file,affected_developer
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/copilotSourcePublish.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/downloadCopilotVsix.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/extract-telemetry.sh,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/extract-telemetry.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/foundryLocalInstallUtils.cjs,rzhao271
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/install-runtime-build-toolchain.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/installPlaywright.js,SimonSiefke
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/mintGithubAppToken.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/pipelineApi.ts,alexr00
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/prepare-copilot-runtime-source.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/publish-copilot-runtime.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/publish-copilot-sdk.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/queue-copilot-product-build.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/resolve-copilot-build-overrides.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/set-copilot-source-version.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/common/verify-copilot-source-build.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot-source-build.yml,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot/download-runtime-artifact.yml,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot/runtime-source-build-job.yml,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot/runtime-source-build.yml,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot/source-publish-runtime-job.yml,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/copilot/test-steps.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/darwin/codesign.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/darwin/helper-entitlements.plist,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/darwin/product-build-darwin-cli-sign.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/darwin/server-entitlements.plist,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/darwin/steps/product-build-darwin-cli-sign.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/distro-build.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/github-check-run.js,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/linux/apt-retry.sh,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/apply-overrides.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/cargo-section4.test.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/merge-notices.test.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/parse-notices.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/platform-binary.test.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/run-local.ps1,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/section6.test.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/section7.test.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/oss/utils.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/product-build-TSA.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/product-build-macos.yml,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/product-compile.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/product-npm-package-validate.yml,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/product-sanity-tests.yml,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/update-dependencies-check.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/win32/exec.ps1,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/win32/product-build-win32-cli-sign.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/azure-pipelines/win32/steps/product-build-win32-cli-sign.yml,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/buildConfig.ts,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checker/tsconfig.browser.json,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checker/tsconfig.electron-browser.json,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checker/tsconfig.node.json,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checker/tsconfig.worker.json,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checksums/explorer-dll.txt,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/checksums/vscode-sysroot.txt,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/gulpfile.cli.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/gulpfile.compile.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/gulpfile.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/copilotPlatforms.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/copilotRuntimeSource.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/date.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/nls.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/optimize.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/policies/basePolicy.ts,denizguney
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/test/copilotBuildOverrides.test.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/test/copilotOverride.test.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/test/copilotRuntimeArtifact.test.ts,pwang347
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/test/copilotSourcePipeline.test.ts,pwang347
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/lib/test/designTokens.test.ts,chryw
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/prepare-prebuilt-extensions.ts,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,build/vite/vite.config.ts,NguyenCuong1989
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,chat-stt-backend/main.py,meganrogge
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,chat-stt-backend/requirements.txt,meganrogge
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,cli/src/util/command.rs,sandersaares
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,cli/src/util/file_permissions.rs,sandersaares
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/design/copilotcli-legacy-session-migration.md,vijayupadya
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/repoctx-ide/trust-workflow.md,nugehs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/NDJSON_BATCH_FIX.md,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/README.md,lulujs
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/docker-compose.yml,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/elasticsearch-template-v8.json,lulujs
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/logstash.conf,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/nginx/docker-compose.yml,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/nginx/nginx.conf,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/tscode-extensions-dashboard.ndjson,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/tscode-telemetry-dashboard.ndjson,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,docs/telemetry/tscode-telemetry-overview-dashboard.ndjson,lulujs
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/assets/prompts/chronicle-standup.prompt.md,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/assets/prompts/skills/chronicle/SKILL.md,SimonSiefke
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/agents/vscode-node/githubOrgCustomAgentProvider.ts,Bestra
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/agents/vscode-node/githubOrgInstructionsProvider.ts,Bestra
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/common/externalEditTracker.ts,stevenh
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/common/skillConfigLocations.ts,brandonh-msft
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/common/test/externalEditTracker.spec.ts,stevenh
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/copilotcli/common/copilotCLITools.ts,sandy081
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/copilotcli/common/test/copilotCLITools.spec.ts,dmitrivMS
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/chatSessions/copilotcli/node/permissionHelpers.ts,sandy081
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/conversation/vscode-node/cacheAwareHistoryManager.ts,stevescot
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/conversation/vscode-node/chatRecovery.demo.md,edvilme
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/conversation/vscode-node/chatRecovery.ts,edvilme
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/conversation/vscode-node/test/cacheAwareHistoryManager.spec.ts,stevescot
KNOWLEDGE_CONCENTRATION,,HIGH,1,HIGH_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/conversation/vscode-node/test/chatRecovery.spec.ts,edvilme
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/diagnosticsContext/vscode/diagnosticsContextProvider.ts,bstee615
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/intents/node/askAgentIntent.ts,luotianyiismywife
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/intents/test/node/askAgentIntent.spec.ts,luotianyiismywife
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/intents/test/node/toolCallingLoopUsage.spec.ts,sandy081
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/prompts/node/agent/test/hiddenModelNPrompt.spec.ts,dileepyavan
KNOWLEDGE_CONCENTRATION,,MEDIUM,1,MEDIUM_DEVELOPER_CONCENTRATION,Developer contribution concentration in a repository file.,extensions/copilot/src/extension/tools/node/test/editNotebookTool.spec.tsx,CreatorZZY
